placeName,address,managerUnit,applyUnit,contactor,officePhone,fax,email,register,imageUrl,seg,place
護城河兩岸- 東門城入口地下道平台旁,,城市行銷處觀光維護科,城市行銷處觀光維護科,陳小姐,03-5216121＃544,,,展演日前10日至2個月期間(遇放假日順延)，每週一9:00至週五12:00開放線上登記,http://busker.culture.tw/c_upload_busker/performer/place/image/2019-06-19/4d22ba9b-c4f0-454c-beb6-227e1ef9d9b9/f2bd2139cc2431f061591001e8164ff3.jpg,"['護城河', '兩岸', '東門城', '地下道', '入口', '平台']",
護城河兩岸-新橋燒肉店前河岸,,城市行銷處觀光維護科,城市行銷處觀光維護科,林先生,03-5216121＃544,,,展演日前10日至2個月期間(遇放假日順延)，每週一9:00至週五12:00開放線上登記,http://busker.culture.tw/c_upload_busker/performer/place/image/2019-06-19/446deb57-b886-4ca9-bf55-72462352e31b/97e83c65fff9acbcd9521a8557d47f25.jpg,"['護城河', '兩岸', '新橋燒', '肉店', '河岸']",
護城河兩岸- 親水公園圓形廣場,,城市行銷處觀光維護科,城市行銷處觀光維護科,陳小姐,03-5216121＃544,,,展演日前10日至2個月期間(遇放假日順延)，每週一9:00至週五12:00開放線上登記,http://busker.culture.tw/c_upload_busker/performer/place/image/2019-06-19/f6027881-34f1-47da-8614-3fba00a5fe33/6d2e63bc4c4780c852940688032efa73.jpg,"['護城河', '兩岸', '親水公園', '圓形', '廣場']",
站前廣場-舞台及週邊,,城市行銷處觀光維護科,城市行銷處觀光維護科,陳小姐,03-5216121＃544,,,展演日前10日至2個月期間(遇放假日順延)，每週一9:00至週五12:00開放線上登記,http://busker.culture.tw/c_upload_busker/performer/place/image/2019-06-19/a413a254-45d3-4d7f-a180-67fc3dca5e37/f349cb5d94d8fcf1cb0c3771e27051ed.jpg,"['廣場', '週邊', '舞台']",
新竹綠園道,,城市行銷處觀光維護科,城市行銷處觀光維護科,陳小姐,03-5216121分機544,,,（限視覺藝術類、創意工藝類）展演日前10日至2個月期間(遇放假日順延)，每週一9:00至週五12:00開放線上登記,http://busker.culture.tw/c_upload_busker/performer/place/image/2019-09-27/6fb759dc-15eb-4897-99cc-65595cf99d02/df28c5c69b348bf325907967316a3feb.jpg,"['綠園', '新竹']",
三民公園,,城市行銷處觀光維護科,城市行銷處觀光維護科,陳小姐,03-5216121分機544,,,展演日前10日至2個月期間(遇放假日順延)，每週一9:00至週五12:00開放線上登記,,"['三民', '公園']",
湳雅公園,,城市行銷處觀光維護科,城市行銷處觀光維護科,陳小姐,03-5216121分機544,,,展演日前10日至2個月期間(遇放假日順延)，每週一9:00至週五12:00開放線上登記 受理登記網址,http://busker.culture.tw/c_upload_busker/performer/place/image/2019-09-27/92752603-2c91-496b-a807-33b8bf30f70f/ba257c48c8f29a0cbb2b7cb5b285d097.jpg,['雅公園'],
大湳雅公園-木棧平台,,城市行銷處觀光維護科,城市行銷處觀光維護科,陳小姐,03-5216121分機544,,,展演日前10日至2個月期間(遇放假日順延)，每週一9:00至週五12:00開放線上登記,http://busker.culture.tw/c_upload_busker/performer/place/image/2019-09-27/6c4f7c99-c3a4-459b-a2de-1e27152072dc/69610ed13505b2e3c8443ab8def16a16.jpg,"['雅公園', '木棧', '平台']",
後站公園- 裝置藝術火車頭旁座椅,,城市行銷處觀光維護科,城市行銷處觀光維護科,陳小姐,03-5216121分機544,,,展演日前10日至2個月期間(遇放假日順延)，每週一9:00至週五12:00開放線上登記 受理登記網址,http://busker.culture.tw/c_upload_busker/performer/place/image/2019-09-27/6fd023a9-8453-4811-bea3-3c0594ee3cba/b3a69503171be68f036c1955ae053976.jpg,"['公園', '裝置', '藝術', '火車頭', '座椅']",
華北景觀公園,,城市行銷處觀光維護科,城市行銷處觀光維護科,林先生,03-5216121分機544,,,,http://busker.culture.tw/c_upload_busker/performer/place/image/2019-09-27/a8cfa9f1-d38f-404b-8a20-ba1cdc0ae12a/ca96beb0d8196de2d6d42361b94e169d.jpg,"['華北景', '觀公園']",
和平公園,,城市行銷處觀光維護科,城市行銷處觀光維護科,林先生,03-5216121分機544,,,,http://busker.culture.tw/c_upload_busker/performer/place/image/2019-09-27/d4b9e71e-375c-48ce-a17a-d207a2dc1f8a/ab4100bb64a8e66253b60f1642b5f684.jpg,"['公園', '和平']",
南寮十七公里幸福沙灣,,城市行銷處觀光維護科,城市行銷處觀光維護科,林先生,03-5216121分機544,,,展演日前10日至2個月期間(遇放假日順延)，每週一9:00至週五12:00開放線上登記 受理登記網址,http://busker.culture.tw/c_upload_busker/performer/place/image/2019-09-27/db52bc23-a008-468a-bd81-c70c18195237/78d0beef273cad18f0b9f26ac66cd125.jpg,"['沙灣', '十七', '幸福', '公里']",
赤土崎公園-麋鹿廣場,,城市行銷處觀光維護科,城市行銷處觀光維護科,林先生,03-5216121分機544,,,展演日前10日至2個月期間(遇放假日順延)，每週一9:00至週五12:00開放線上登記 受理登記網址,http://busker.culture.tw/c_upload_busker/performer/place/image/2019-09-27/668c954f-e0b6-4269-a7b6-f0ac256e9751/69a2d19d4d67108fa88760c2889c1297.jpg,"['赤土', '崎公園', '廣場', '麋鹿']",
赤土崎公園-廣場,,城市行銷處觀光維護科,城市行銷處觀光維護科,陳小姐,03-5216121分機544,,,展演日前10日至2個月期間(遇放假日順延)，每週一9:00至週五12:00開放線上登記 受理登記網址,http://busker.culture.tw/c_upload_busker/performer/place/image/2019-09-27/7b9f7d72-11a1-400d-b2f6-01b28174d226/ff609c3906a1e81ebc55a35f9fd937f8.jpg,"['赤土', '崎公園', '廣場']",
樹林頭公園-新竹空軍567村廣場,,城市行銷處觀光維護科,城市行銷處觀光維護科,林先生,03-5216121分機544,,,展演日前10日至2個月期間(遇放假日順延)，每週一9:00至週五12:00開放線上登記 受理登記網址,http://busker.culture.tw/c_upload_busker/performer/place/image/2019-09-27/52b1b960-8049-44d7-bade-29959da3e28c/99a372ec0223f1f2116b2df5b755d003.jpg,"['樹林頭', '公園', '567', '村廣場', '新竹']",
蟹仔埔公園,,城市行銷處觀光維護科,城市行銷處觀光維護科,林先生,03-5216121分機544,,,展演日前10日至2個月期間(遇放假日順延)，每週一9:00至週五12:00開放線上登記 受理登記網址,http://busker.culture.tw/c_upload_busker/performer/place/image/2019-09-27/417af5ab-c96a-461b-9eb6-4968513d6a35/27227fbf785cb762490ed5b30eee8073.jpg,['仔埔公園'],
建功公園-草皮廣場,,城市行銷處觀光維護科,城市行銷處觀光維護科,林先生,03-5216121分機544,,,展演日前10日至2個月期間(遇放假日順延)，每週一9:00至週五12:00開放線上登記 受理登記網址,http://busker.culture.tw/c_upload_busker/performer/place/image/2019-09-27/5e418e43-30cc-4138-9c26-60495b79ee90/17fd4e06501159e24f8ed3d6d35c549c.jpg,"['公園', '廣場', '草皮', '建功']",
新竹水道取水口,,新竹市文化局,新竹市文化局, 楊小姐, 03-5319756轉262,,,展演日前10日至2個月期間(遇放假日順延)，每週一9:00至週五12:00開放線上登記 受理登記網址,,"['取水口', '新竹', '水道']",
將軍村圖書資訊園區-市集大街,,新竹市厚食聚落農食合作社,新竹市厚食聚落農食合作社,黃先生,03-5720825,,,,http://busker.culture.tw/c_upload_busker/performer/place/image/2019-10-02/17398aee-3f0e-4642-85f1-ac0e85d42a5a/722d56233a5abb22a0bc755fff322331.jpg,"['將軍村', '圖書', '資訊', '園區', '市集', '大街']",
新竹市眷村博物館,,新竹市眷村博物館,新竹市眷村博物館,王小姐,03-5338442,,,登記時間：展演日前10日至2個月期間(遇放假日順延)，每週一9:00至週五12:00開放線上登記,http://busker.culture.tw/c_upload_busker/performer/place/image/2019-09-27/f61d8efc-88ca-40ab-915c-0f13028dc61f/c00e3ce5053b089d6850fd17d3789627.jpg,"['眷村', '新竹市', '博物']",
將軍村圖書資訊園區-生活廣場,,新竹市厚食聚落農食合作社,新竹市厚食聚落農食合作社,陳經理,03-5720825,,,,http://busker.culture.tw/c_upload_busker/performer/place/image/2019-10-02/9cab35e9-f76f-4da8-aba6-6cb1018f8e79/3505cc05ff9b574fe28d9382cb8f9d18.jpg,"['將軍村', '圖書', '資訊', '園區', '廣場', '生活']",
新竹縣政府文化局縣史館前廣場區,,新竹縣政府文化局,史料文獻科；表演藝術科,歐小姐；呂小姐,03-5510201#701；03-5510201#306,03-5517107；03-5517028,,,http://busker.culture.tw/c_upload_busker/performer/place/image/2017-04-06/4a0ce213-9014-4923-acf1-01faf9b796ab/333a54126824b680660a62c003bb2527.jpg,"['縣史館', '廣場區', '文化局', '新竹', '政府']",
新竹縣政府文化局文化廣場區,,新竹縣政府文化局,表演藝術科,呂小姐,03-5510201#306,03-5517028,,,http://busker.culture.tw/c_upload_busker/performer/place/image/2017-04-06/ad4cd717-eafc-4ada-a75c-d80dc4b83f80/c04f4da3068ae504651070d2491bb8ed.bmp,"['廣場區', '文化局', '新竹', '文化', '政府']",
新竹縣政府文化局新瓦屋客家文化保存區,,新竹縣政府文化局,藝文推廣科；表演藝術科,黃小姐,03-5510201#207,03-6580605；03-5517028,,,http://busker.culture.tw/c_upload_busker/performer/place/image/2017-10-23/692651f1-b3f8-4d60-ae32-f03c16dbef2a/e66f281afba99a01594609519b9f8ff3.jpg,"['瓦屋', '文化局', '客家', '新竹', '保存', '文化', '政府']",
新竹縣橫山鄉內灣動漫園區,,新竹縣政府交通旅遊處觀光工程科,水月灣仙境,蕭先生,03-5518101#2713,03-5355167,,,http://busker.culture.tw/c_upload_busker/performer/place/image/2017-10-23/5f2db8be-d19e-44db-88b9-db3ae091a02d/ab6b2f42cbfb556ca88df48cb31a3f90.jpg,"['橫山鄉', '內灣動', '漫園區', '新竹']",
大山北月(原：新竹縣橫山鄉大山背客家人文生態館),,橫山鄉公所,大山北月,莊先生,0918-010716,,,,http://busker.culture.tw/c_upload_busker/performer/place/image/2017-10-23/26184aac-6e8a-4f45-a19d-dde677460ec8/1c9e6d9222765b3984a0bba7fb2fdfda.JPG,"['大山', '文生', '北月', '橫山鄉', '態館', '客家人', '新竹']",
新竹縣湖口鄉三元宮廟前廣場,,新竹縣湖口鄉三元宮管理委員會,三元宮,徐小姐,03-569-2667,,,,http://busker.culture.tw/c_upload_busker/performer/place/image/2017-10-23/23d42aa0-2b51-47ca-aaa3-52d515341eb9/58a715a966c1772e2f098521a63b7aa0.jpg,"['宮廟', '前廣場', '新竹', '湖口', '三元']",
新竹縣湖口鄉天主堂前廣場,,新竹縣大窩口促進會,新竹縣大窩口促進會；三元宮,馮小姐；徐小姐,03-5695963；03-5692667,,,,http://busker.culture.tw/c_upload_busker/performer/place/image/2017-10-23/28a5d157-11de-46d7-bfaa-82f35b469c5e/08596622e671cbc4ed37127575918359.jpg,"['前廣場', '天主堂', '新竹', '湖口']",
新竹縣湖口鄉湖口老街,,新竹縣湖口湖鏡村辦公室,三元宮,徐小姐,03-569-2667,,,,http://busker.culture.tw/c_upload_busker/performer/place/image/2017-10-23/33d9f6ad-c9ec-469e-b6ba-c23a1e20c209/9c0a03590dff8482a87d221a2a719e26.jpg,"['湖口', '老街', '新竹']",
新竹縣北埔鄉慈天宮前廣場,,新竹縣北埔鄉慈天宮管理委員會,慈天宮,姜老師,03-5801575,,,,http://busker.culture.tw/c_upload_busker/performer/place/image/2017-10-23/e9c00beb-d503-4481-9a85-e58fc88bb732/92f368c11cffa374a191ffc9f30f6963.jpg,"['北埔', '慈天', '宮前', '廣場', '新竹']",
新竹縣峨眉鄉十二寮書院周遭,,新竹縣十二寮休閒商圈協會,新竹縣十二寮休閒商圈協會,辛老師,0932-936978,,,請事先與聯絡窗口接洽,http://busker.culture.tw/c_upload_busker/performer/place/image/2017-10-23/c944c24d-08a4-4097-b42d-6c80fca4dad3/549a848d92a019608e09664e8917ecc9.jpg,"['書院', '新竹', '周遭', '峨眉', '十二']",
竹北市文化公園,,竹北市公所,文化觀光課,陳小姐,03-5515919#338,03-5517316,,,http://busker.culture.tw/c_upload_busker/performer/place/image/2017-10-23/4f002814-22b7-4d93-a8ad-de76a39fc26a/070d219cf5c873f8d897b23162db5480.jpg,"['竹北', '公園', '文化']",
竹北市爬蟲兩棲公園,,竹北市公所,文化觀光課,陳小姐,03-5515919#338,03-5517316,,,http://busker.culture.tw/c_upload_busker/performer/place/image/2017-10-23/25743f6e-5247-4951-8fd8-92def6d86363/5db1269f7da3a83e72d8a1345331fe94.jpg,"['竹北', '市爬蟲', '兩棲公園']",
竹北市新月沙灣遊客服務中心,,竹北市公所,文化觀光課,陳小姐,03-5515919#338,03-5517316,,,http://busker.culture.tw/c_upload_busker/performer/place/image/2017-10-23/b14b6552-8c10-4967-9b7c-b58b5c9fd6ce/c5b3d2bb2b6104cdeeaa16f128141338.jpg,"['竹北', '沙灣遊', '客服', '新月', '中心']",
竹北市水圳森林公園,,竹北市公所,文化觀光課,陳小姐,03-5515919#338,03-5517316,,,http://busker.culture.tw/c_upload_busker/performer/place/image/2017-10-23/5faaaedb-ec7b-4876-a880-0b0461cef334/4bee776fef89793574703eb9118882fe.jpg,"['竹北', '市水圳', '公園', '森林']",
竹北市公二公園,,竹北市公所,文化觀光課,陳小姐,03-5515919#338,03-5517316,,,http://busker.culture.tw/c_upload_busker/performer/place/image/2017-10-23/856e23db-04f7-476d-9261-962ca5cb3170/e324438d0379191e29036ba29bbfe128.jpg,"['竹北', '市公二公園']",
新竹縣五峰鄉清泉藝術之森,,五峰鄉公所,文化觀光課,孫小姐,03-5851217#503；03-5551001,,10011945@hchg.gov.tw,,http://busker.culture.tw/c_upload_busker/performer/place/image/2019-02-26/51c10099-b61c-43e3-b350-111ec7da2364/5e890f98998d3c8f1303f23cf071179b.jpg,"['之森', '藝術', '五峰', '新竹', '清泉']",
湖口好客文創園區,,湖口鄉農會,湖口鄉農會,張先生,03-5905939#33,,,,http://busker.culture.tw/c_upload_busker/performer/place/image/2019-04-19/a27df52d-5427-4819-a215-5a97fd418577/787e830acfd56ed8e458c8343e85f61a.JPG,"['文創', '園區', '好客', '湖口']",
劍潭古道入口圓形廣場,,造橋鄉公所,造橋鄉公所,建設科 黎小姐,037-542255#152,,,,http://busker.culture.tw/h_upload_ccacloud/performer/place/pic/A0/B0/C0/D0/E0/F105/234cd7f8-d96f-415a-acd4-a5f3a465ca56.jpg,"['劍潭', '圓形', '廣場', '古道', '入口']",
酪農鮮乳加工場,,苗栗縣農會,苗栗縣農會,李冠霆先生,037-638580,,,,http://busker.culture.tw/h_upload_ccacloud/performer/place/pic/A0/B0/C0/D0/E0/F106/03426a25-f4f1-442d-a0dd-1fa9139e1624.jpg,"['農鮮乳', '加工']",
造橋火車站驛池劇場,,造橋鄉公所,造橋鄉公所,建設科 黎小姐,037-542255#152,,,,http://busker.culture.tw/h_upload_ccacloud/performer/place/pic/A0/B0/C0/D0/E0/F107/275e6fed-9bbd-4efc-959e-3916efac92d5.jpg,"['造橋', '火車', '驛池', '劇場']",
頭屋鄉藝文廣場,,頭屋鄉公所,頭屋鄉公所,建設課 陳先生,037-250078#37,,,,http://busker.culture.tw/h_upload_ccacloud/performer/place/pic/A0/B0/C0/D0/E0/F108/0ca5fbad-9fd7-4a8e-9de4-2f792889c433.jpg,"['頭屋', '藝文廣場']",
雲洞宮,,頭屋鄉公所,頭屋鄉公所,雲洞宮管委會,037-931147,,,,http://busker.culture.tw/h_upload_ccacloud/performer/place/pic/A0/B0/C0/D0/E0/F109/d988f77f-f5ed-4e6f-a57c-054092168749.jpg,['雲洞'],
汶水遊客中心(戶外半圓形劇場),,雪霸國家公園管理處,雪霸國家公園管理處,俞錚皡,037-996100#858,,,1. 場地使用費300 元，遇雨即停止使用。 2. 活動前兩週提出公文申請並經過本處審查後函覆。,http://busker.culture.tw/h_upload_ccacloud/performer/place/pic/A0/B0/C0/D0/E0/F110/f62d8d24-996e-4f60-95d8-44fea8fc26cb.jpg,"['遊客', '戶外', '半圓形', '劇場', '汶水', '中心']",
農村休閒酒莊,,苗栗縣大湖地區農會,苗栗縣大湖地區農會,吳小姐,037-996736#131,,,1. 場地租金200 元。 2. 依大湖地區農會相關規定辦理。,http://busker.culture.tw/h_upload_ccacloud/performer/place/pic/A0/B0/C0/D0/E0/F111/d4c8cea8-59ff-47f4-8c23-5e2e96b5025c.jpg,"['農村', '休閒', '酒莊']",
苗栗火車站前,,苗栗市公所,苗栗市公所,工務課徐先生,苗栗市公所,,,相關場規請依苗栗市公所規定。,http://busker.culture.tw/h_upload_ccacloud/performer/place/pic/A0/B0/C0/D0/E0/F112/1d31a089-19c7-4ae5-8588-38f53090e270.jpg,"['火車', '苗栗']",
市民廣場,,苗栗市公所,苗栗市公所,公園路燈管理所 洪先生,037-331915,,,相關場規請依苗栗市公所規定。,http://busker.culture.tw/h_upload_ccacloud/performer/place/pic/A0/B0/C0/D0/E0/F113/61d5025c-5f21-4724-97cd-a319d7042660.jpg,"['廣場', '市民']",
三角公園,,苗栗市公所,苗栗市公所,公園路燈管理所 洪先生,037-331915,,,相關場規請依苗栗市公所規定。,http://busker.culture.tw/h_upload_ccacloud/performer/place/pic/A0/B0/C0/D0/E0/F114/b02f46f5-20a2-4d1e-a7ad-60a2d91607cb.jpg,"['公園', '三角']",
貓裏山公園,,苗栗市公所,苗栗市公所,公園路燈管理所 洪先生,037-331915,,,相關場規請依苗栗市公所規定。,http://busker.culture.tw/h_upload_ccacloud/performer/place/pic/A0/B0/C0/D0/E0/F115/8e118bf7-262c-4c1a-8432-7df7b4b2f62a.jpg,['山公園'],
苗栗工藝園區,,國立台灣工藝研究發展中心,國立台灣工藝研究發展中心,謝小姐,037-222693#107,,,,http://busker.culture.tw/h_upload_ccacloud/performer/place/pic/A0/B0/C0/D0/E0/F116/b985c4d3-d25c-4a6a-9a73-da818e147f6b.jpg,"['工藝園區', '苗栗']",
三灣鄉立圖書館,,三灣鄉公所,三灣鄉公所,鍾小姐,037-831001#222,,,,http://busker.culture.tw/h_upload_ccacloud/performer/place/pic/A0/B0/C0/D0/E0/F117/47c750c7-ce0b-4415-bb85-8945824bae57.jpg,"['三灣', '鄉立', '圖書館']",
南庄遊客中心,,交通部觀光局參山國家風景區管理處,交通部觀光局參山國家風景區管理處 ,辜先生,035-809296,,,1. 依遊客中心借用原則，上網填寫申請單或函文申辦。 2. 一次申請最多三天。 3. 使用擴音設備60 分貝以下。,http://busker.culture.tw/h_upload_ccacloud/performer/place/pic/A0/B0/C0/D0/E0/F118/f7177aaa-8c26-4025-b87b-63388ae70f21.jpg,"['南庄', '遊客', '中心']",
農會展售中心,,南庄鄉農會,南庄鄉農會,楊文昌主任,037-823155,,,,http://busker.culture.tw/h_upload_ccacloud/performer/place/pic/A0/B0/C0/D0/E0/F119/1c8faa52-c3e8-4066-b904-b62533487d36.jpg,"['農會', '展售', '中心']",
瓦祿產業文化館,,南庄鄉公所,南庄鄉公所,余先生,037-825421,,,苗栗縣南庄鄉街頭藝人許可自治條例。,http://busker.culture.tw/h_upload_ccacloud/performer/place/pic/A0/B0/C0/D0/E0/F120/ffcbe164-84ca-46ae-9f6f-557c16f3bdd7.jpg,"['瓦祿產業', '文化']",
蓬萊溪自然生態園區,,南庄鄉公所,南庄鄉公所,觀光事業課  章小姐,037-823115#129,,,苗栗縣南庄鄉街頭藝人許可自治條例。,http://busker.culture.tw/h_upload_ccacloud/performer/place/pic/A0/B0/C0/D0/E0/F121/86d7ef7d-7f53-467d-8488-0d07582fe570.jpg,"['蓬萊溪', '生態', '園區', '自然']",
康濟吊橋,,南庄鄉公所,南庄鄉公所,觀光事業課 章小姐,037-823115#129,,,苗栗縣南庄鄉街頭藝人許可自治條例。,http://busker.culture.tw/h_upload_ccacloud/performer/place/pic/A0/B0/C0/D0/E0/F122/a3efc4ae-4894-473e-bb8c-40715067a327.jpg,"['康濟', '吊橋']",
洗衫坑,,南庄鄉公所,南庄鄉公所,觀光事業課 章小姐,037-823115#129,,,苗栗縣南庄鄉街頭藝人許可自治條例。,http://busker.culture.tw/h_upload_ccacloud/performer/place/pic/A0/B0/C0/D0/E0/F123/b7054bae-0a04-443d-94e7-af86695a0322.jpg,['洗衫'],
向天湖( 賽夏文物館前廣場),,苗栗縣政府 原住民事務中心,苗栗縣政府 原住民事務中心,原住民行政課  戴課長,037-362142,,,苗栗縣南庄鄉街頭藝人許可自治條例。,http://busker.culture.tw/h_upload_ccacloud/performer/place/pic/A0/B0/C0/D0/E0/F124/98faca1f-ac17-42c2-885e-1fc3b0c928b4.jpg,"['賽夏', '館前', '廣場', '天湖', '文物']",
賽夏族民俗文物館,,苗栗縣政府 原住民事務中心,苗栗縣政府 原住民事務中心,原住民行政課  戴課長,037-362142,,,,http://busker.culture.tw/h_upload_ccacloud/performer/place/pic/A0/B0/C0/D0/E0/F125/ef6f709f-185c-4657-9f57-218e9153eee4.jpg,"['夏族', '民俗', '文物']",
龍鳳漁港,,苗栗縣政府 農業處漁業科,苗栗縣政府 農業處漁業科,姜先生,037-559765,,,,http://busker.culture.tw/h_upload_ccacloud/performer/place/pic/A0/B0/C0/D0/E0/F126/4009b7f9-428f-412d-9158-60aeaaf37f9e.jpg,['龍鳳漁港'],
外埔漁港,,苗栗縣政府 農業處漁業科,苗栗縣政府 農業處漁業科,姜先生,037-559765,,,,http://busker.culture.tw/h_upload_ccacloud/performer/place/pic/A0/B0/C0/D0/E0/F127/5b60bd24-0ac6-4bd7-93bc-79ee780f723e.jpg,"['外埔', '漁港']",
中山路老街劇場,,頭份市公所,頭份市公所,民政課 張課長,037-663038#1101,,,1. 表演完畢請負責將周遭環境恢復整潔，物歸原位。 2. 收費標準尚待訂定。 3. 提供電源( 收費標準訂定時考量) 4. 表演者須符合鎮公所規範及噪音管制法等相關規定。,http://busker.culture.tw/h_upload_ccacloud/performer/place/pic/A0/B0/C0/D0/E0/F128/16621bda-fcd0-4be6-9452-e09902237830.jpg,"['劇場', '中山路', '老街']",
頭份市上公園,,頭份市公所,頭份市公所,公園路燈管理所,037-663038#1101,,,1. 表演完畢請負責將周遭環境恢復整潔，物歸原位。 2. 收費標準尚待訂定。 3. 表演者須符合鎮公所規範及噪音管制法等相關規定。,http://busker.culture.tw/h_upload_ccacloud/performer/place/pic/A0/B0/C0/D0/E0/F129/9f119e2a-5369-4482-abeb-1171f51a1e24.jpg,"['頭份市', '公園']",
藺草文化館,,苑裡鎮農會,苑裡鎮農會,陳惠芬小姐,037-741319,,,,http://busker.culture.tw/h_upload_ccacloud/performer/place/pic/A0/B0/C0/D0/E0/F130/59ec0ec4-5e4b-4c34-bf54-066d51be7d57.jpg,"['藺草', '文化']",
愛情果園,,苑裡鎮農會,苑裡鎮農會,鄭園長,037-747607,,,,http://busker.culture.tw/h_upload_ccacloud/performer/place/pic/A0/B0/C0/D0/E0/F131/3473cf10-ac52-4591-89d6-eb4571cff462.jpg,"['愛情', '果園']",
桐花公園客家大院,,苗栗縣政府 農業處- 休閒農業科,苗栗縣政府 農業處- 休閒農業科,何欣宜小姐,037-559811,,,,http://busker.culture.tw/h_upload_ccacloud/performer/place/pic/A0/B0/C0/D0/E0/F132/043bff8a-3c3e-40e3-bdaa-77ddec975003.jpg,"['桐花', '公園', '客家', '大院']",
銅鑼公園,,銅鑼鄉公所,銅鑼鄉公所,洪課長,037-982130#34,,,,http://busker.culture.tw/h_upload_ccacloud/performer/place/pic/A0/B0/C0/D0/E0/F133/b04bc36c-4528-48c8-861b-29842fb3b328.jpg,['銅鑼公園'],
木雕博物館,,苗栗縣政府文化觀光局,苗栗縣政府文化觀光局,邱珮宇 小姐,037-876009#19,,,,http://busker.culture.tw/h_upload_ccacloud/performer/place/pic/A0/B0/C0/D0/E0/F134/a190f996-45b9-402d-82c2-39f9a4a69e80.jpg,"['博物', '木雕']",
勝興火車站,,三義鄉公所,三義鄉公所,謝雅燕小姐,037-870435,,,,http://busker.culture.tw/h_upload_ccacloud/performer/place/pic/A0/B0/C0/D0/E0/F135/45fd1856-67bb-4fd0-9abe-e0c89e3728bb.jpg,"['勝興', '火車']",
客家圓樓,,苗栗縣政府文化觀光局,苗栗縣政府文化觀光局,宋小姐,037-352961#312,,,,http://busker.culture.tw/c_upload_busker/performer/place/image/2017-10-26/ce7d964b-d433-4c0f-919e-1b6950f01c8b/7c327b433f499b88c622df6d56b37202.jpg,"['圓樓', '客家']",
烏石港環境教育中心,,宜蘭縣立蘭陽博物館,,宜蘭縣立蘭陽博物館大廳服務臺,03-9779700#502、503,03-9779300,,宜蘭縣立蘭陽博物館大廳服務臺,http://busker.culture.tw/c_upload_busker/performer/place/image/2017-12-13/3107a885-dd63-48fd-be49-8a87d25c6804/1c13a9dd16bb89605c7e361422e1beec.jpg,"['烏石港', '環境', '教育', '中心']",
頭城海水浴場辦公室前廣場,,宜蘭縣政府工商旅遊處遊憩管理科,,頭城海水浴場服務臺,03-9776173,,,頭城海水浴場服務臺,http://busker.culture.tw/c_upload_busker/performer/place/image/2017-12-13/773aba21-376c-4bd2-b68f-e4cf950b7c35/b68be8bb46736336cc78cc99b5d476b3.jpg,"['海水浴', '頭城', '場辦', '前廣場', '公室']",
頭城火車站前廣場,,頭城鎮公所,頭城鎮公所,周先生,03-9772371分機117,03-9775589,gke102103@mail.e-land.gov.tw,頭城鎮公所周先生,http://busker.culture.tw/c_upload_busker/performer/place/image/2021-06-29/fa4d8b2a-1b8e-4d55-b8ce-b730ae35c046/b4b5e07e8417b2f9879c80cf99c14924.jpg,"['頭城', '火車', '廣場']",
宜蘭縣立蘭陽博物館－A區：戶外濕地側木平台及石材鋪面區,,宜蘭縣立蘭陽博物館,,宜蘭縣立蘭陽博物館大廳服務臺,03-9779700#502、503,03-9779300,,宜蘭縣立蘭陽博物館大廳服務臺,http://busker.culture.tw/c_upload_busker/performer/place/image/2021-06-29/cd3d126c-a6ee-4b9d-bed1-750260c8403d/3d92875289a9269d02cac65a1dd74774.jpg,"['宜蘭縣', '立蘭陽', '戶外', '地側', '面區', '博物', '石材', '平台']",
宜蘭縣立蘭陽博物館－B區遊客大廳                                                                      ,,宜蘭縣立蘭陽博物館,宜蘭縣立蘭陽博物館,邱小姐,03-9779700#115,03-9779300,lym01@mail.e-land.gov.tw,宜蘭縣立蘭陽博物館大廳服務臺,http://busker.culture.tw/c_upload_busker/performer/place/image/2021-06-29/97ddbc2e-ecbe-46ab-964c-792aee15c81c/6077baece700207738ff100397874c5b.jpg,"['宜蘭縣', '立蘭陽', '區遊', '客大廳', '博物']",
頭城鎮和平老街北門前廣場,,頭城鎮公所圖書館,頭城鎮公所,王先生,03-9777092分機12,03-9771154,wenbing@mail.e-land.gov.tw,頭城鎮公所圖書館,http://busker.culture.tw/c_upload_busker/performer/place/image/2021-06-29/b0f591c6-b440-4af3-8ef9-e503ff339b78/72bd707e30d892e44cc67a3ecaca58a4.png,"['頭城鎮', '北門前', '廣場', '老街', '和平']",
宜蘭縣頭城鎮舊草嶺自行車隧道南口榕樹旁平臺,,交通部觀光局東北角暨宜蘭海岸國家風景區管理處,,,03-9780727#101,,,大里遊客中心服務台,http://busker.culture.tw/c_upload_busker/performer/place/image/2017-12-13/cddfda0f-07a1-4081-a2a0-b4ff441e5af0/91ec3188024dc47d4c1709751f4670eb.jpg,"['宜蘭', '縣頭', '城鎮', '草嶺', '榕樹', '旁平', '南口', '隧道', '自行']",
礁溪鄉轉運站旅遊服務中心正門前戶外廣場,,宜蘭縣政府工商旅遊處遊憩管理科,,,黃組長03-9872998,,,礁溪鄉轉運站旅遊服務中心03-9872998,http://busker.culture.tw/c_upload_busker/performer/place/image/2017-12-13/9b368888-2d19-4bbe-9bed-d042f0f974e4/ff729f96d588bddc633b1e51ae2769a2.jpg,"['礁溪', '轉運站', '旅遊', '服務', '正門', '前戶', '外廣場', '中心']",
