ID,Q1: 您的生理性別 Gender,Q2: 你的出生西元年 your birth year,Q3: 您的星座 constellation    ,Q4: 您是哪個學院的 which college you come from,Q7: 您的性格傾向（依照您自己的觀察判斷）Personality   and  personal characters ,Q8: 您的課外活動/社團活動參與 involvement in after-class extracurricular activities,Q9: 您的學業表現 (過去以來的狀況) your academic performance level in general,Q10: 您的居住狀態 where do you live?,你主要使用的手機廠牌 Brand of your major cellurla phone,這隻手機使用多久How long you have this phone?,手機上網流量 internet connection type,Data,A: 關於手機的一些資訊 some information about cellalur phone usage [S1. FB的朋友數 number of friends you have at FB],A: 關於手機的一些資訊 some information about cellalur phone usage [S2. LINE的好友數 number of friends you have at LINE],A: 關於手機的一些資訊 some information about cellalur phone usage [S3. LINE的群組數 number of groups you are in at LINE],A: 關於手機的一些資訊 some information about cellalur phone usage [S4. IG的粉絲數 number of followers at IG],A: 關於手機的一些資訊 some information about cellalur phone usage [S5. IG的追蹤中人數 number of following at IG],B: 手機使用行為 Cellular phone usage [B1. 每天用手機玩手機遊戲的時間大約幾分鐘 time (minutes) of playing game on the phone per day ],Time,B: 手機使用行為 Cellular phone usage [B2. 每天用手機看影片追劇的時間大約幾分鐘 time (minutes) of watching vedio/film/drama on the phone per day ],B: 手機使用行為 Cellular phone usage [B3: 每天用手機瀏覽新聞的時間大約幾分鐘 time (minutes) of reading news on the phone per day ],B: 手機使用行為 Cellular phone usage [B4. 一週用手機叫餐買食物飲料的次數 number of ordering food/drinks per week in average],B: 手機使用行為 Cellular phone usage [B5. 一週用手機叫車搭車的次數 number of calling taxi per week in average],B: 手機使用行為 Cellular phone usage [B6: 手機剩下%多少電力時會感到焦慮(請填0-100的數值) how many % of power left may feel nervous],"C: 手機使用習慣 tendency of using phone [C1. 我曾因長時間玩手機遊戲而眼睛酸澀、肌肉痠痛，或有其他身體不適 I have often experienced dry/sore eyes, muscle aches, or other physical discomforts from playing mobile games for a long duration.a]","C: 手機使用習慣 tendency of using phone [C2. 我常常原本沒有打算玩手機遊戲，卻會忍不住拿起手機來玩一下（滑一下） I often do not plan on playing mobile games, but cannot resist picking up my phone to play (swipe).]",C: 手機使用習慣 tendency of using phone [C3. 在過去3個月裡，我感覺需要更常玩手機遊戲，或玩更久的時間才覺得我玩夠了 I find that I am spending more time playing mobile games],"C: 手機使用習慣 tendency of using phone [C4. 如果不能玩手機遊戲，我會覺得靜不下心，感到很煩躁 If I cannot play a mobile game, I feel restless and irritable.]",總時間
724,男,2002,10. 天蠍座(10/24-11/22) Scorpio,我不是台師大學生 Not NTNU student,2. 中性平衡 Balance and equal,2. 偶而參與 occasionally involve,2跟其他同學差不多 in average and similar to others,L5: 租房子 rent a house/room out of school,蘋果APPLE/Iphone,2. 半年以上未滿一年  > .5 year less than 1 year,1. 吃到飽沒上限 unlimited data,724,五六百吧,兩百吧,六十吧,354,248,80,FALSE,20,10,10,1,8,2不符合 disagree,4非常符合 extremely agree,3符合 agree,3符合 agree,132.43
725,女,2002,10. 天蠍座(10/24-11/22) Scorpio,理學院College of Science,2. 中性平衡 Balance and equal,2. 偶而參與 occasionally involve,2跟其他同學差不多 in average and similar to others,L4: 學校宿舍 live in school's dorm,蘋果APPLE/Iphone,5. 三年以上未滿四年 > 3 years less than 4 years,2. 有限制不是吃到飽 limited data,FALSE,155,166,71,104,157,0,FALSE,0,5,0,0,15,3符合 agree,4非常符合 extremely agree,3符合 agree,3符合 agree,444.8
726,女,2002,10. 天蠍座(10/24-11/22) Scorpio,管理學院College of Management,2. 中性平衡 Balance and equal,2. 偶而參與 occasionally involve,3比其他同學稍好些 above average,L1: 住在自己家裡(與父或母住在一起) live in home with parents,蘋果APPLE/Iphone,4. 二年以上未滿三年 > 2 years less than 3 years,1. 吃到飽沒上限 unlimited data,726,0,178,123,271,292,120,FALSE,120,10,0,0,10,2不符合 disagree,3符合 agree,2不符合 disagree,2不符合 disagree,430.22
727,男,2002,10. 天蠍座(10/24-11/22) Scorpio,文學院College of Liberal Arts,2. 中性平衡 Balance and equal,2. 偶而參與 occasionally involve,1稍微有一點落後其他同學 below average,L4: 學校宿舍 live in school's dorm,宏電HTC,6. 四年以上上未滿五年 > 4 years less than 5 years,1. 吃到飽沒上限 unlimited data,727,82,88,72,168,380,0,FALSE,0,30,0,0,50,1極不符合 extremely disagree,1極不符合 extremely disagree,1極不符合 extremely disagree,1極不符合 extremely disagree,234.67
728,女,2003,10. 天蠍座(10/24-11/22) Scorpio,我不是台師大學生 Not NTNU student,2. 中性平衡 Balance and equal,2. 偶而參與 occasionally involve,2跟其他同學差不多 in average and similar to others,L1: 住在自己家裡(與父或母住在一起) live in home with parents,蘋果APPLE/Iphone,2. 半年以上未滿一年  > .5 year less than 1 year,2. 有限制不是吃到飽 limited data,FALSE,254,85,42,129,190,0,FALSE,60,0,0,0,20,3符合 agree,2不符合 disagree,1極不符合 extremely disagree,1極不符合 extremely disagree,545.41
729,男,2003,10. 天蠍座(10/24-11/22) Scorpio,我不是台師大學生 Not NTNU student,5. 難以捉摸 Hart to say and unstable,3. 積極參與 highly involve,1稍微有一點落後其他同學 below average,L1: 住在自己家裡(與父或母住在一起) live in home with parents,小米MI,5. 三年以上未滿四年 > 3 years less than 4 years,1. 吃到飽沒上限 unlimited data,729,55,152,44,90,176,0,FALSE,180,0,0,0,99,1極不符合 extremely disagree,3符合 agree,1極不符合 extremely disagree,1極不符合 extremely disagree,287.52
730,男,2003,10. 天蠍座(10/24-11/22) Scorpio,我不是台師大學生 Not NTNU student,5. 難以捉摸 Hart to say and unstable,2. 偶而參與 occasionally involve,3比其他同學稍好些 above average,L4: 學校宿舍 live in school's dorm,蘋果APPLE/Iphone,5. 三年以上未滿四年 > 3 years less than 4 years,1. 吃到飽沒上限 unlimited data,730,267,86,35,255,157,400,730,30,5,0,0,3,3符合 agree,3符合 agree,3符合 agree,2不符合 disagree,238.59
731,女,2003,10. 天蠍座(10/24-11/22) Scorpio,我不是台師大學生 Not NTNU student,4. 內外雙極 In-outward polarized,2. 偶而參與 occasionally involve,2跟其他同學差不多 in average and similar to others,L4: 學校宿舍 live in school's dorm,蘋果APPLE/Iphone,3. 一年以上未滿兩年 > 1 year less than 2 years,3. 預付卡或臨時卡 Prepaid SIM card,FALSE,3,232,52,516,440,0,FALSE,120,40,20,0,26,3符合 agree,1極不符合 extremely disagree,1極不符合 extremely disagree,2不符合 disagree,305.91
732,女,2003,10. 天蠍座(10/24-11/22) Scorpio,科技學院College of Technology and Engineering,1. 內向安靜 Introvert and gentle,2. 偶而參與 occasionally involve,3比其他同學稍好些 above average,L1: 住在自己家裡(與父或母住在一起) live in home with parents,蘋果APPLE/Iphone,3. 一年以上未滿兩年 > 1 year less than 2 years,2. 有限制不是吃到飽 limited data,FALSE,30,200,20,936,915,15,FALSE,300,30,6,4,40,3符合 agree,4非常符合 extremely agree,1極不符合 extremely disagree,2不符合 disagree,701.06
733,男,1983,11. 射手座(11/23-12/21) Sagittarius,我不是台師大學生 Not NTNU student,2. 中性平衡 Balance and equal,2. 偶而參與 occasionally involve,1稍微有一點落後其他同學 below average,L2: 住在自己家裡(沒有與父母住在一起) live in home without parents,小米MI,4. 二年以上未滿三年 > 2 years less than 3 years,1. 吃到飽沒上限 unlimited data,733,300,300,20,1,1,120,FALSE,180,60,0,0,30,2不符合 disagree,2不符合 disagree,3符合 agree,2不符合 disagree,357
734,女,1984,11. 射手座(11/23-12/21) Sagittarius,我不是台師大學生 Not NTNU student,1. 內向安靜 Introvert and gentle,1. 從不參與  never involve,2跟其他同學差不多 in average and similar to others,L5: 租房子 rent a house/room out of school,小米MI,4. 二年以上未滿三年 > 2 years less than 3 years,2. 有限制不是吃到飽 limited data,FALSE,1200,253,10,50,10,0,FALSE,100,10,2,0,5,3符合 agree,2不符合 disagree,2不符合 disagree,2不符合 disagree,263.92
735,女,1990,11. 射手座(11/23-12/21) Sagittarius,我不是台師大學生 Not NTNU student,2. 中性平衡 Balance and equal,3. 積極參與 highly involve,1稍微有一點落後其他同學 below average,L1: 住在自己家裡(與父或母住在一起) live in home with parents,歐寶OPPO,2. 半年以上未滿一年  > .5 year less than 1 year,1. 吃到飽沒上限 unlimited data,735,1809,360,25,1488,190,0,FALSE,60,30,0,0,5,3符合 agree,1極不符合 extremely disagree,1極不符合 extremely disagree,1極不符合 extremely disagree,576.36
736,女,1992,11. 射手座(11/23-12/21) Sagittarius,我不是台師大學生 Not NTNU student,2. 中性平衡 Balance and equal,3. 積極參與 highly involve,2跟其他同學差不多 in average and similar to others,L1: 住在自己家裡(與父或母住在一起) live in home with parents,蘋果APPLE/Iphone,5. 三年以上未滿四年 > 3 years less than 4 years,1. 吃到飽沒上限 unlimited data,736,1090,591,56,230,156,180,736,60,20,1,1,20,4非常符合 extremely agree,3符合 agree,2不符合 disagree,2不符合 disagree,342.21
737,女,1993,11. 射手座(11/23-12/21) Sagittarius,管理學院College of Management,5. 難以捉摸 Hart to say and unstable,2. 偶而參與 occasionally involve,3比其他同學稍好些 above average,L1: 住在自己家裡(與父或母住在一起) live in home with parents,蘋果APPLE/Iphone,3. 一年以上未滿兩年 > 1 year less than 2 years,1. 吃到飽沒上限 unlimited data,737,322,394,50,125,300,0,FALSE,180,10,1,0,10,2不符合 disagree,3符合 agree,2不符合 disagree,2不符合 disagree,344.83
738,女,1994,11. 射手座(11/23-12/21) Sagittarius,我不是台師大學生 Not NTNU student,4. 內外雙極 In-outward polarized,3. 積極參與 highly involve,3比其他同學稍好些 above average,L1: 住在自己家裡(與父或母住在一起) live in home with parents,蘋果APPLE/Iphone,4. 二年以上未滿三年 > 2 years less than 3 years,1. 吃到飽沒上限 unlimited data,738,1226,1044,218,556,1282,120,FALSE,240,50,1,1,30,3符合 agree,4非常符合 extremely agree,3符合 agree,2不符合 disagree,282.91
739,女,1994,11. 射手座(11/23-12/21) Sagittarius,管理學院College of Management,1. 內向安靜 Introvert and gentle,2. 偶而參與 occasionally involve,3比其他同學稍好些 above average,L2: 住在自己家裡(沒有與父母住在一起) live in home without parents,蘋果APPLE/Iphone,4. 二年以上未滿三年 > 2 years less than 3 years,1. 吃到飽沒上限 unlimited data,739,158,63,15,50,236,180,739,90,10,4,2,30,2不符合 disagree,4非常符合 extremely agree,2不符合 disagree,3符合 agree,410.67
740,女,1994,11. 射手座(11/23-12/21) Sagittarius,我不是台師大學生 Not NTNU student,2. 中性平衡 Balance and equal,2. 偶而參與 occasionally involve,2跟其他同學差不多 in average and similar to others,L1: 住在自己家裡(與父或母住在一起) live in home with parents,蘋果APPLE/Iphone,5. 三年以上未滿四年 > 3 years less than 4 years,1. 吃到飽沒上限 unlimited data,740,230,120,10,350,230,90,FALSE,180,60,0,0,20,3符合 agree,3符合 agree,1極不符合 extremely disagree,1極不符合 extremely disagree,903.36
741,男,1995,11. 射手座(11/23-12/21) Sagittarius,管理學院College of Management,3. 外向活潑 Outward and active,2. 偶而參與 occasionally involve,3比其他同學稍好些 above average,L1: 住在自己家裡(與父或母住在一起) live in home with parents,蘋果APPLE/Iphone,3. 一年以上未滿兩年 > 1 year less than 2 years,1. 吃到飽沒上限 unlimited data,741,306,160,40,168,173,40,FALSE,0,15,0,0,20,1極不符合 extremely disagree,2不符合 disagree,1極不符合 extremely disagree,3符合 agree,254.67
742,男,1998,11. 射手座(11/23-12/21) Sagittarius,文學院College of Liberal Arts,4. 內外雙極 In-outward polarized,2. 偶而參與 occasionally involve,2跟其他同學差不多 in average and similar to others,L4: 學校宿舍 live in school's dorm,蘋果APPLE/Iphone,3. 一年以上未滿兩年 > 1 year less than 2 years,1. 吃到飽沒上限 unlimited data,742,604,228,75,272,179,15,FALSE,180,60,0,0,10,3符合 agree,3符合 agree,2不符合 disagree,1極不符合 extremely disagree,593.73
743,女,1998,11. 射手座(11/23-12/21) Sagittarius,文學院College of Liberal Arts,4. 內外雙極 In-outward polarized,2. 偶而參與 occasionally involve,2跟其他同學差不多 in average and similar to others,L4: 學校宿舍 live in school's dorm,蘋果APPLE/Iphone,2. 半年以上未滿一年  > .5 year less than 1 year,1. 吃到飽沒上限 unlimited data,743,650,120,78,276,180,120,FALSE,180,60,0,0,10,4非常符合 extremely agree,2不符合 disagree,3符合 agree,2不符合 disagree,160.67
744,男,1998,11. 射手座(11/23-12/21) Sagittarius,文學院College of Liberal Arts,4. 內外雙極 In-outward polarized,2. 偶而參與 occasionally involve,2跟其他同學差不多 in average and similar to others,L4: 學校宿舍 live in school's dorm,蘋果APPLE/Iphone,2. 半年以上未滿一年  > .5 year less than 1 year,1. 吃到飽沒上限 unlimited data,744,650,128,78,275,180,125,744,180,60,0,0,10,3符合 agree,2不符合 disagree,2不符合 disagree,2不符合 disagree,372.6
745,女,1999,11. 射手座(11/23-12/21) Sagittarius,文學院College of Liberal Arts,3. 外向活潑 Outward and active,2. 偶而參與 occasionally involve,3比其他同學稍好些 above average,L1: 住在自己家裡(與父或母住在一起) live in home with parents,蘋果APPLE/Iphone,5. 三年以上未滿四年 > 3 years less than 4 years,1. 吃到飽沒上限 unlimited data,745,500左右,508,69,360,401,0,FALSE,120,0,4,2,20,2不符合 disagree,3符合 agree,1極不符合 extremely disagree,1極不符合 extremely disagree,242.59
746,女,1999,11. 射手座(11/23-12/21) Sagittarius,教育學院College of Education,2. 中性平衡 Balance and equal,3. 積極參與 highly involve,1稍微有一點落後其他同學 below average,L5: 租房子 rent a house/room out of school,三星SAMSUNG,2. 半年以上未滿一年  > .5 year less than 1 year,1. 吃到飽沒上限 unlimited data,746,1008,475,145,483,495,0,FALSE,60,0,0,0,15,3符合 agree,4非常符合 extremely agree,4非常符合 extremely agree,2不符合 disagree,324.55
747,男,1999,11. 射手座(11/23-12/21) Sagittarius,我不是台師大學生 Not NTNU student,3. 外向活潑 Outward and active,3. 積極參與 highly involve,4在課業上我應該算是很厲害的 excellent and outstanding,L1: 住在自己家裡(與父或母住在一起) live in home with parents,蘋果APPLE/Iphone,2. 半年以上未滿一年  > .5 year less than 1 year,1. 吃到飽沒上限 unlimited data,747,100,120,15,400,800,0,FALSE,300,400,0,3,30,1極不符合 extremely disagree,1極不符合 extremely disagree,1極不符合 extremely disagree,1極不符合 extremely disagree,177
748,男,1999,11. 射手座(11/23-12/21) Sagittarius,科技學院College of Technology and Engineering,3. 外向活潑 Outward and active,2. 偶而參與 occasionally involve,3比其他同學稍好些 above average,L1: 住在自己家裡(與父或母住在一起) live in home with parents,索尼SONY,2. 半年以上未滿一年  > .5 year less than 1 year,1. 吃到飽沒上限 unlimited data,748,1000,1000,100,840,780,0,FALSE,60,15,0,0,30,3符合 agree,3符合 agree,1極不符合 extremely disagree,1極不符合 extremely disagree,219.42
749,男,1999,11. 射手座(11/23-12/21) Sagittarius,管理學院College of Management,1. 內向安靜 Introvert and gentle,3. 積極參與 highly involve,2跟其他同學差不多 in average and similar to others,L1: 住在自己家裡(與父或母住在一起) live in home with parents,蘋果APPLE/Iphone,4. 二年以上未滿三年 > 2 years less than 3 years,1. 吃到飽沒上限 unlimited data,749,558,473,79,457,539,0,FALSE,180,30,1,0,5,1極不符合 extremely disagree,1極不符合 extremely disagree,1極不符合 extremely disagree,1極不符合 extremely disagree,159.84
750,女,1999,11. 射手座(11/23-12/21) Sagittarius,管理學院College of Management,2. 中性平衡 Balance and equal,2. 偶而參與 occasionally involve,3比其他同學稍好些 above average,L5: 租房子 rent a house/room out of school,蘋果APPLE/Iphone,5. 三年以上未滿四年 > 3 years less than 4 years,1. 吃到飽沒上限 unlimited data,750,700,150,57,313,430,0,FALSE,60,10,0,0,60,4非常符合 extremely agree,3符合 agree,2不符合 disagree,2不符合 disagree,145.36
751,女,1999,11. 射手座(11/23-12/21) Sagittarius,我不是台師大學生 Not NTNU student,2. 中性平衡 Balance and equal,2. 偶而參與 occasionally involve,2跟其他同學差不多 in average and similar to others,L1: 住在自己家裡(與父或母住在一起) live in home with parents,蘋果APPLE/Iphone,2. 半年以上未滿一年  > .5 year less than 1 year,1. 吃到飽沒上限 unlimited data,751,438,500,100,220,262,120,FALSE,0,60,0,0,45,3符合 agree,3符合 agree,2不符合 disagree,3符合 agree,324.88
752,女,1999,11. 射手座(11/23-12/21) Sagittarius,管理學院College of Management,1. 內向安靜 Introvert and gentle,2. 偶而參與 occasionally involve,3比其他同學稍好些 above average,L1: 住在自己家裡(與父或母住在一起) live in home with parents,蘋果APPLE/Iphone,5. 三年以上未滿四年 > 3 years less than 4 years,1. 吃到飽沒上限 unlimited data,752,340,227,54,152,200,0,FALSE,180,30,10,0,30,3符合 agree,3符合 agree,1極不符合 extremely disagree,1極不符合 extremely disagree,120.53
753,男,2000,11. 射手座(11/23-12/21) Sagittarius,管理學院College of Management,3. 外向活潑 Outward and active,2. 偶而參與 occasionally involve,4在課業上我應該算是很厲害的 excellent and outstanding,L5: 租房子 rent a house/room out of school,蘋果APPLE/Iphone,5. 三年以上未滿四年 > 3 years less than 4 years,1. 吃到飽沒上限 unlimited data,753,200,60,10,7萬,50,2,FALSE,0,0,0,0,40,2不符合 disagree,2不符合 disagree,2不符合 disagree,2不符合 disagree,118.28
754,女,2000,11. 射手座(11/23-12/21) Sagittarius,管理學院College of Management,3. 外向活潑 Outward and active,2. 偶而參與 occasionally involve,2跟其他同學差不多 in average and similar to others,L5: 租房子 rent a house/room out of school,蘋果APPLE/Iphone,1. 半年內 within an half year,1. 吃到飽沒上限 unlimited data,754,87,326,67,480,521,0,FALSE,70,5,0,0,30,3符合 agree,4非常符合 extremely agree,2不符合 disagree,3符合 agree,562.33
755,男,2000,11. 射手座(11/23-12/21) Sagittarius,管理學院College of Management,2. 中性平衡 Balance and equal,2. 偶而參與 occasionally involve,2跟其他同學差不多 in average and similar to others,L5: 租房子 rent a house/room out of school,蘋果APPLE/Iphone,5. 三年以上未滿四年 > 3 years less than 4 years,2. 有限制不是吃到飽 limited data,FALSE,238,484,99,553,644,5,FALSE,10,10,2,0,10,1極不符合 extremely disagree,3符合 agree,2不符合 disagree,1極不符合 extremely disagree,403.29
756,男,2000,11. 射手座(11/23-12/21) Sagittarius,管理學院College of Management,2. 中性平衡 Balance and equal,2. 偶而參與 occasionally involve,2跟其他同學差不多 in average and similar to others,L5: 租房子 rent a house/room out of school,蘋果APPLE/Iphone,6. 四年以上上未滿五年 > 4 years less than 5 years,2. 有限制不是吃到飽 limited data,FALSE,238,420,99,553,640,5,FALSE,10,10,2,0,10,1極不符合 extremely disagree,3符合 agree,2不符合 disagree,1極不符合 extremely disagree,175.54
757,女,2000,11. 射手座(11/23-12/21) Sagittarius,教育學院College of Education,3. 外向活潑 Outward and active,3. 積極參與 highly involve,2跟其他同學差不多 in average and similar to others,L1: 住在自己家裡(與父或母住在一起) live in home with parents,蘋果APPLE/Iphone,2. 半年以上未滿一年  > .5 year less than 1 year,1. 吃到飽沒上限 unlimited data,757,522,269,111,772,500,20,FALSE,120,5,2,0,25,1極不符合 extremely disagree,2不符合 disagree,1極不符合 extremely disagree,2不符合 disagree,152.62
758,女,2000,11. 射手座(11/23-12/21) Sagittarius,管理學院College of Management,3. 外向活潑 Outward and active,2. 偶而參與 occasionally involve,2跟其他同學差不多 in average and similar to others,L5: 租房子 rent a house/room out of school,蘋果APPLE/Iphone,1. 半年內 within an half year,1. 吃到飽沒上限 unlimited data,758,87,326,67,480,521,0,FALSE,70,5,0,0,30,1極不符合 extremely disagree,1極不符合 extremely disagree,1極不符合 extremely disagree,1極不符合 extremely disagree,138.03
759,女,2000,11. 射手座(11/23-12/21) Sagittarius,我不是台師大學生 Not NTNU student,3. 外向活潑 Outward and active,2. 偶而參與 occasionally involve,2跟其他同學差不多 in average and similar to others,L1: 住在自己家裡(與父或母住在一起) live in home with parents,蘋果APPLE/Iphone,4. 二年以上未滿三年 > 2 years less than 3 years,1. 吃到飽沒上限 unlimited data,759,362,294,52,779,881,0,FALSE,100,15,4,7,22,3符合 agree,3符合 agree,2不符合 disagree,3符合 agree,187.24
760,女,2000,11. 射手座(11/23-12/21) Sagittarius,我不是台師大學生 Not NTNU student,4. 內外雙極 In-outward polarized,1. 從不參與  never involve,3比其他同學稍好些 above average,L1: 住在自己家裡(與父或母住在一起) live in home with parents,蘋果APPLE/Iphone,5. 三年以上未滿四年 > 3 years less than 4 years,1. 吃到飽沒上限 unlimited data,760,153,150,68,54,62,45,FALSE,180,0,0,0,35,2不符合 disagree,3符合 agree,2不符合 disagree,2不符合 disagree,251.4
761,男,2000,11. 射手座(11/23-12/21) Sagittarius,我不是台師大學生 Not NTNU student,3. 外向活潑 Outward and active,3. 積極參與 highly involve,3比其他同學稍好些 above average,L5: 租房子 rent a house/room out of school,蘋果APPLE/Iphone,1. 半年內 within an half year,1. 吃到飽沒上限 unlimited data,761,1113,1145,245,1701,513,20,FALSE,45,5,3,2,40,1極不符合 extremely disagree,1極不符合 extremely disagree,1極不符合 extremely disagree,1極不符合 extremely disagree,178.31
762,男,2000,11. 射手座(11/23-12/21) Sagittarius,我不是台師大學生 Not NTNU student,1. 內向安靜 Introvert and gentle,2. 偶而參與 occasionally involve,3比其他同學稍好些 above average,L4: 學校宿舍 live in school's dorm,蘋果APPLE/Iphone,5. 三年以上未滿四年 > 3 years less than 4 years,1. 吃到飽沒上限 unlimited data,762,462,237,93,295,292,0,FALSE,60,20,0,0,30,2不符合 disagree,3符合 agree,1極不符合 extremely disagree,1極不符合 extremely disagree,238.22
763,男,2000,11. 射手座(11/23-12/21) Sagittarius,我不是台師大學生 Not NTNU student,2. 中性平衡 Balance and equal,2. 偶而參與 occasionally involve,2跟其他同學差不多 in average and similar to others,L5: 租房子 rent a house/room out of school,蘋果APPLE/Iphone,5. 三年以上未滿四年 > 3 years less than 4 years,1. 吃到飽沒上限 unlimited data,763,800,250,75,350,300,20,FALSE,120,30,5,2,20,3符合 agree,2不符合 disagree,2不符合 disagree,2不符合 disagree,339.73
764,男,2000,11. 射手座(11/23-12/21) Sagittarius,管理學院College of Management,1. 內向安靜 Introvert and gentle,2. 偶而參與 occasionally involve,1稍微有一點落後其他同學 below average,L4: 學校宿舍 live in school's dorm,蘋果APPLE/Iphone,5. 三年以上未滿四年 > 3 years less than 4 years,1. 吃到飽沒上限 unlimited data,764,500,10,5,200,300,30,FALSE,300,10,2,0,20,3符合 agree,3符合 agree,3符合 agree,3符合 agree,112.44
765,女,2000,11. 射手座(11/23-12/21) Sagittarius,教育學院College of Education,3. 外向活潑 Outward and active,3. 積極參與 highly involve,2跟其他同學差不多 in average and similar to others,L4: 學校宿舍 live in school's dorm,蘋果APPLE/Iphone,4. 二年以上未滿三年 > 2 years less than 3 years,1. 吃到飽沒上限 unlimited data,765,1054,526,194,862,660,300,765,80,0,0,0,55,2不符合 disagree,3符合 agree,2不符合 disagree,2不符合 disagree,262.25
766,男,2000,11. 射手座(11/23-12/21) Sagittarius,我不是台師大學生 Not NTNU student,2. 中性平衡 Balance and equal,1. 從不參與  never involve,3比其他同學稍好些 above average,L2: 住在自己家裡(沒有與父母住在一起) live in home without parents,蘋果APPLE/Iphone,7. 五年以上 > 5 years and more,1. 吃到飽沒上限 unlimited data,766,150,200,>100,1300,1000,120,FALSE,100,0,4,0,20,3符合 agree,3符合 agree,2不符合 disagree,2不符合 disagree,819.11
767,女,2000,11. 射手座(11/23-12/21) Sagittarius,我不是台師大學生 Not NTNU student,4. 內外雙極 In-outward polarized,2. 偶而參與 occasionally involve,2跟其他同學差不多 in average and similar to others,L5: 租房子 rent a house/room out of school,三星SAMSUNG,5. 三年以上未滿四年 > 3 years less than 4 years,3. 預付卡或臨時卡 Prepaid SIM card,FALSE,405,196,45,296,269,90,FALSE,50,0,0,0,40,2不符合 disagree,4非常符合 extremely agree,3符合 agree,2不符合 disagree,173.4
768,女,2000,11. 射手座(11/23-12/21) Sagittarius,管理學院College of Management,2. 中性平衡 Balance and equal,2. 偶而參與 occasionally involve,4在課業上我應該算是很厲害的 excellent and outstanding,L4: 學校宿舍 live in school's dorm,歐寶OPPO,3. 一年以上未滿兩年 > 1 year less than 2 years,1. 吃到飽沒上限 unlimited data,768,737,432,50,277,276,0,FALSE,20,0,0,0,20,1極不符合 extremely disagree,1極不符合 extremely disagree,1極不符合 extremely disagree,1極不符合 extremely disagree,238.59
769,男,2000,11. 射手座(11/23-12/21) Sagittarius,教育學院College of Education,1. 內向安靜 Introvert and gentle,2. 偶而參與 occasionally involve,4在課業上我應該算是很厲害的 excellent and outstanding,L1: 住在自己家裡(與父或母住在一起) live in home with parents,華碩ASUS,5. 三年以上未滿四年 > 3 years less than 4 years,1. 吃到飽沒上限 unlimited data,769,131,84,64,0,0,120,FALSE,30,30,0,0,30,4非常符合 extremely agree,2不符合 disagree,2不符合 disagree,2不符合 disagree,315.86
770,女,2001,11. 射手座(11/23-12/21) Sagittarius,管理學院College of Management,3. 外向活潑 Outward and active,2. 偶而參與 occasionally involve,3比其他同學稍好些 above average,L1: 住在自己家裡(與父或母住在一起) live in home with parents,蘋果APPLE/Iphone,1. 半年內 within an half year,1. 吃到飽沒上限 unlimited data,770,470,176,107,287,155,0,FALSE,100,60,0,0,20,3符合 agree,3符合 agree,2不符合 disagree,2不符合 disagree,370.64
771,女,2001,11. 射手座(11/23-12/21) Sagittarius,國際與僑教學院College of International Studies and Social Sciences,2. 中性平衡 Balance and equal,2. 偶而參與 occasionally involve,3比其他同學稍好些 above average,L4: 學校宿舍 live in school's dorm,蘋果APPLE/Iphone,1. 半年內 within an half year,1. 吃到飽沒上限 unlimited data,771,578,361,116,680,994,340,771,45,20,1,0,20,2不符合 disagree,3符合 agree,3符合 agree,2不符合 disagree,219.82
772,女,2001,11. 射手座(11/23-12/21) Sagittarius,科技學院College of Technology and Engineering,4. 內外雙極 In-outward polarized,3. 積極參與 highly involve,2跟其他同學差不多 in average and similar to others,L1: 住在自己家裡(與父或母住在一起) live in home with parents,蘋果APPLE/Iphone,4. 二年以上未滿三年 > 2 years less than 3 years,1. 吃到飽沒上限 unlimited data,772,558,355,137,338,467,10,FALSE,30,5,0,0,0,3符合 agree,4非常符合 extremely agree,1極不符合 extremely disagree,1極不符合 extremely disagree,367.49
773,女,2001,11. 射手座(11/23-12/21) Sagittarius,我不是台師大學生 Not NTNU student,3. 外向活潑 Outward and active,3. 積極參與 highly involve,3比其他同學稍好些 above average,L1: 住在自己家裡(與父或母住在一起) live in home with parents,蘋果APPLE/Iphone,5. 三年以上未滿四年 > 3 years less than 4 years,1. 吃到飽沒上限 unlimited data,773,三四百,三百多,一百多,585,460,480,773,50,15,3,1,50,3符合 agree,2不符合 disagree,3符合 agree,2不符合 disagree,252.85
774,女,2001,11. 射手座(11/23-12/21) Sagittarius,國際與僑教學院College of International Studies and Social Sciences,3. 外向活潑 Outward and active,3. 積極參與 highly involve,4在課業上我應該算是很厲害的 excellent and outstanding,L4: 學校宿舍 live in school's dorm,三星SAMSUNG,4. 二年以上未滿三年 > 2 years less than 3 years,1. 吃到飽沒上限 unlimited data,774,151,165,79,350,310,5,FALSE,3,3,0,0,25,4非常符合 extremely agree,3符合 agree,2不符合 disagree,2不符合 disagree,240.8
775,女,2001,11. 射手座(11/23-12/21) Sagittarius,管理學院College of Management,2. 中性平衡 Balance and equal,3. 積極參與 highly involve,1稍微有一點落後其他同學 below average,L1: 住在自己家裡(與父或母住在一起) live in home with parents,蘋果APPLE/Iphone,2. 半年以上未滿一年  > .5 year less than 1 year,1. 吃到飽沒上限 unlimited data,775,368,155,97,332,284,90,FALSE,0,0,0,0,79,3符合 agree,3符合 agree,2不符合 disagree,2不符合 disagree,472.47
